exp_id,left_feature,right_feature,left_value,right_value,count,y_mean,pred_mean,residual_mean,residual_median,residual_mae,notes
v56_20260617_150011,mean_working_group,activity,8,light,142,0.47401408450704224,0.47049295774647887,0.35211267605633806,0.0,15.985915492957746,
v56_20260617_150011,mean_working_group,activity,8,moderate,204,0.4972549019607843,0.4846078431372549,1.2647058823529411,0.0,13.401960784313726,
v56_20260617_150011,mean_working_group,activity,9,intense,134,0.4615671641791045,0.49037313432835816,-2.8805970149253732,0.0,17.0,
v56_20260617_150011,mean_working_group,activity,9,light,154,0.44331168831168827,0.4453896103896104,-0.20779220779220758,0.0,13.077922077922079,
v56_20260617_150011,mean_working_group,activity,9,moderate,249,0.4718473895582329,0.4748995983935743,-0.30522088353413657,0.0,12.835341365461847,
v56_20260617_150011,mean_working_group,activity,<=6,intense,30,0.3046666666666667,0.39166666666666666,-8.7,0.0,11.5,
v56_20260617_150011,mean_working_group,activity,<=6,light,29,0.29310344827586204,0.44,-14.689655172413794,-9.0,15.793103448275861,small_n
v56_20260617_150011,mean_working_group,activity,<=6,moderate,60,0.32416666666666666,0.37416666666666665,-5.0,0.0,6.966666666666667,
v56_20260617_150011,mean_working_group,activity,>=12,intense,15,0.7766666666666667,0.618,15.866666666666667,7.999999999999993,15.866666666666667,small_n
v56_20260617_150011,mean_working_group,activity,>=12,light,21,0.6895238095238095,0.5547619047619048,13.476190476190476,2.0,14.619047619047619,small_n
v56_20260617_150011,mean_working_group,activity,>=12,moderate,41,0.7217073170731707,0.604390243902439,11.731707317073171,1.0,12.268292682926829,
v56_20260617_150011,mean_working_group,activity,missing,intense,234,0.5094871794871795,0.5062820512820513,0.3205128205128206,0.0,10.705128205128204,
v56_20260617_150011,mean_working_group,activity,missing,light,311,0.48093247588424437,0.48086816720257236,0.006430868167202618,0.0,13.858520900321544,
v56_20260617_150011,mean_working_group,activity,missing,moderate,487,0.4889938398357289,0.47437371663244354,1.462012320328542,0.0,13.281314168377824,
v56_20260617_150011,mean_working_group,smoke_status,10,current-smoker,88,0.4678409090909091,0.44943181818181815,1.8409090909090908,0.0,13.454545454545455,
v56_20260617_150011,mean_working_group,smoke_status,10,ex-smoker,140,0.4597142857142857,0.4714285714285714,-1.1714285714285715,0.0,14.714285714285714,
v56_20260617_150011,mean_working_group,smoke_status,10,non-smoker,118,0.4772033898305085,0.47220338983050847,0.4999999999999998,0.0,13.042372881355933,
v56_20260617_150011,mean_working_group,smoke_status,11,current-smoker,31,0.6667741935483871,0.5229032258064517,14.387096774193548,0.0,16.129032258064516,
v56_20260617_150011,mean_working_group,smoke_status,11,ex-smoker,39,0.5628205128205128,0.5005128205128205,6.230769230769231,1.0,11.76923076923077,
v56_20260617_150011,mean_working_group,smoke_status,11,non-smoker,50,0.579,0.5144,6.46,0.0,13.18,
v56_20260617_150011,mean_working_group,smoke_status,7,current-smoker,72,0.4527777777777778,0.4509722222222222,0.18055555555555547,0.0,13.541666666666666,
v56_20260617_150011,mean_working_group,smoke_status,7,ex-smoker,111,0.47018018018018015,0.4682882882882883,0.1891891891891892,0.0,12.693693693693694,
v56_20260617_150011,mean_working_group,smoke_status,7,non-smoker,135,0.46896296296296297,0.49725925925925923,-2.8296296296296295,0.0,14.666666666666666,
v56_20260617_150011,mean_working_group,smoke_status,8,current-smoker,131,0.4803053435114504,0.45740458015267177,2.2900763358778624,0.0,15.206106870229007,
v56_20260617_150011,mean_working_group,smoke_status,8,ex-smoker,160,0.4873125,0.483375,0.39374999999999993,0.0,15.73125,
v56_20260617_150011,mean_working_group,smoke_status,8,non-smoker,160,0.479,0.4691875,0.9812500000000004,0.0,13.50625,
v56_20260617_150011,mean_working_group,smoke_status,9,current-smoker,136,0.4802205882352941,0.475,0.5220588235294118,0.0,14.036764705882353,
v56_20260617_150011,mean_working_group,smoke_status,9,ex-smoker,200,0.43310000000000004,0.44025,-0.7149999999999999,0.0,14.195,
v56_20260617_150011,mean_working_group,smoke_status,9,non-smoker,201,0.47601990049751247,0.49701492537313435,-2.099502487562189,0.0,13.631840796019901,
v56_20260617_150011,mean_working_group,smoke_status,<=6,current-smoker,23,0.3239130434782609,0.3634782608695652,-3.9565217391304346,0.0,7.086956521739131,small_n
v56_20260617_150011,mean_working_group,smoke_status,<=6,ex-smoker,53,0.31528301886792454,0.39603773584905655,-8.075471698113208,0.0,9.471698113207546,
v56_20260617_150011,mean_working_group,smoke_status,<=6,non-smoker,43,0.3006976744186046,0.4095348837209302,-10.883720930232558,-1.0,12.930232558139535,
v56_20260617_150011,mean_working_group,smoke_status,>=12,current-smoker,19,0.72,0.5752631578947368,14.473684210526315,2.0,15.421052631578947,small_n
v56_20260617_150011,mean_working_group,smoke_status,>=12,ex-smoker,29,0.6972413793103448,0.5772413793103448,12.0,6.000000000000007,12.689655172413794,small_n
v56_20260617_150011,mean_working_group,smoke_status,>=12,non-smoker,29,0.7524137931034482,0.6217241379310345,13.068965517241379,1.0,13.344827586206897,small_n
v56_20260617_150011,mean_working_group,smoke_status,missing,current-smoker,284,0.507394366197183,0.49690140845070424,1.0492957746478875,0.0,13.54225352112676,
v56_20260617_150011,mean_working_group,smoke_status,missing,ex-smoker,445,0.48078651685393253,0.4717752808988764,0.9011235955056179,0.0,12.348314606741573,
v56_20260617_150011,mean_working_group,smoke_status,missing,non-smoker,303,0.49135313531353136,0.48838283828382834,0.29702970297029696,0.0,13.009900990099009,
v56_20260617_150011,mean_working_group,medical_history,10,Unknown,154,0.4168831168831169,0.4362337662337662,-1.9350649350649352,0.0,14.480519480519481,
v56_20260617_150011,mean_working_group,medical_history,10,diabetes,52,0.47269230769230763,0.45903846153846156,1.3653846153846154,0.0,11.134615384615385,
v56_20260617_150011,mean_working_group,medical_history,10,heart disease,69,0.5365217391304349,0.5066666666666667,2.9855072463768115,0.0,17.07246376811594,
v56_20260617_150011,mean_working_group,medical_history,10,high blood pressure,71,0.5076056338028169,0.4966197183098591,1.0985915492957747,0.0,11.211267605633802,
v56_20260617_150011,mean_working_group,medical_history,11,Unknown,54,0.6625925925925926,0.525,13.75925925925926,4.4999999999999964,15.981481481481481,
v56_20260617_150011,mean_working_group,medical_history,11,diabetes,16,0.51125,0.45187499999999997,5.9375,0.0,17.0625,small_n
v56_20260617_150011,mean_working_group,medical_history,11,heart disease,22,0.5127272727272727,0.5136363636363637,-0.09090909090909091,0.0,4.909090909090909,small_n
v56_20260617_150011,mean_working_group,medical_history,11,high blood pressure,28,0.5832142857142858,0.5203571428571429,6.285714285714286,0.0,13.357142857142858,small_n
v56_20260617_150011,mean_working_group,medical_history,7,Unknown,135,0.4345185185185185,0.45570370370370367,-2.1185185185185187,0.0,12.622222222222222,
v56_20260617_150011,mean_working_group,medical_history,7,diabetes,49,0.45918367346938777,0.4536734693877551,0.5510204081632655,0.0,16.06122448979592,
v56_20260617_150011,mean_working_group,medical_history,7,heart disease,60,0.4966666666666667,0.5145000000000001,-1.7833333333333334,0.0,12.45,
v56_20260617_150011,mean_working_group,medical_history,7,high blood pressure,74,0.5018918918918919,0.49945945945945946,0.24324324324324326,0.0,15.216216216216216,
v56_20260617_150011,mean_working_group,medical_history,8,Unknown,187,0.47139037433155084,0.45818181818181813,1.3208556149732622,0.0,14.593582887700535,
v56_20260617_150011,mean_working_group,medical_history,8,diabetes,80,0.499125,0.4565,4.2625,0.0,14.6625,
v56_20260617_150011,mean_working_group,medical_history,8,heart disease,77,0.4728571428571428,0.4948051948051948,-2.1948051948051948,0.0,15.935064935064934,
v56_20260617_150011,mean_working_group,medical_history,8,high blood pressure,107,0.49570093457943926,0.48626168224299066,0.9439252336448598,0.0,14.401869158878505,
v56_20260617_150011,mean_working_group,medical_history,9,Unknown,242,0.4354545454545454,0.4593801652892562,-2.3925619834710745,0.0,14.392561983471074,
v56_20260617_150011,mean_working_group,medical_history,9,diabetes,93,0.5326881720430108,0.4903225806451613,4.236559139784946,0.0,12.473118279569892,
v56_20260617_150011,mean_working_group,medical_history,9,heart disease,76,0.41973684210526313,0.47855263157894734,-5.881578947368421,0.0,15.513157894736842,
v56_20260617_150011,mean_working_group,medical_history,9,high blood pressure,126,0.4824603174603175,0.4715079365079365,1.0952380952380953,0.0,13.222222222222221,
v56_20260617_150011,mean_working_group,medical_history,<=6,Unknown,55,0.31509090909090903,0.3889090909090909,-7.381818181818182,0.0,10.290909090909091,
v56_20260617_150011,mean_working_group,medical_history,<=6,diabetes,24,0.3325,0.4483333333333333,-11.583333333333334,-6.0,13.0,small_n
v56_20260617_150011,mean_working_group,medical_history,<=6,heart disease,12,0.37916666666666665,0.45416666666666666,-7.5,0.0,7.5,small_n
v56_20260617_150011,mean_working_group,medical_history,<=6,high blood pressure,28,0.25821428571428573,0.33428571428571424,-7.607142857142857,0.0,9.035714285714286,small_n
v56_20260617_150011,mean_working_group,medical_history,>=12,Unknown,34,0.7597058823529411,0.5797058823529412,18.0,11.0,18.235294117647058,
v56_20260617_150011,mean_working_group,medical_history,>=12,diabetes,18,0.7127777777777777,0.5988888888888888,11.38888888888889,4.0,12.166666666666666,small_n
v56_20260617_150011,mean_working_group,medical_history,>=12,heart disease,11,0.6990909090909091,0.629090909090909,7.0,0.0,9.181818181818182,small_n
v56_20260617_150011,mean_working_group,medical_history,>=12,high blood pressure,14,0.6692857142857144,0.5921428571428572,7.714285714285714,0.0,7.714285714285714,small_n
v56_20260617_150011,mean_working_group,medical_history,missing,Unknown,428,0.4779906542056075,0.4701401869158878,0.7850467289719626,0.0,14.07943925233645,
v56_20260617_150011,mean_working_group,medical_history,missing,diabetes,174,0.4962068965517242,0.4933908045977011,0.28160919540229895,0.0,11.270114942528735,
v56_20260617_150011,mean_working_group,medical_history,missing,heart disease,181,0.47668508287292816,0.4806077348066298,-0.39226519337016574,0.0,12.38121546961326,
v56_20260617_150011,mean_working_group,medical_history,missing,high blood pressure,249,0.521004016064257,0.5019277108433735,1.9076305220883534,0.0,12.269076305220883,
v56_20260617_150011,mean_working_group,family_medical_history,10,Unknown,172,0.41610465116279066,0.4326162790697674,-1.6511627906976747,0.0,13.976744186046512,
v56_20260617_150011,mean_working_group,family_medical_history,10,diabetes,66,0.5293939393939393,0.5151515151515151,1.4242424242424243,0.0,15.878787878787879,
v56_20260617_150011,mean_working_group,family_medical_history,10,heart disease,40,0.475,0.44225000000000003,3.275,0.0,14.375,
v56_20260617_150011,mean_working_group,family_medical_history,10,high blood pressure,68,0.5342647058823529,0.5172058823529412,1.7058823529411762,0.0,11.117647058823529,
v56_20260617_150011,mean_working_group,family_medical_history,11,Unknown,64,0.64953125,0.5371875,11.234375,0.5,14.390625,
v56_20260617_150011,mean_working_group,family_medical_history,11,diabetes,26,0.5623076923076923,0.4746153846153846,8.76923076923077,0.0,14.615384615384615,small_n
v56_20260617_150011,mean_working_group,family_medical_history,11,heart disease,13,0.49,0.5030769230769231,-1.3076923076923077,0.0,8.384615384615385,small_n
v56_20260617_150011,mean_working_group,family_medical_history,11,high blood pressure,17,0.53,0.48176470588235293,4.823529411764706,1.0,12.235294117647058,small_n
v56_20260617_150011,mean_working_group,family_medical_history,7,Unknown,172,0.46174418604651163,0.47959302325581393,-1.7848837209302326,0.0,12.38953488372093,
v56_20260617_150011,mean_working_group,family_medical_history,7,diabetes,63,0.4784126984126984,0.47888888888888886,-0.047619047619047394,0.0,16.77777777777778,
v56_20260617_150011,mean_working_group,family_medical_history,7,heart disease,37,0.44216216216216214,0.4548648648648648,-1.2702702702702702,0.0,12.243243243243244,
v56_20260617_150011,mean_working_group,family_medical_history,7,high blood pressure,46,0.48217391304347823,0.4802173913043478,0.19565217391304332,0.0,15.717391304347826,
v56_20260617_150011,mean_working_group,family_medical_history,8,Unknown,225,0.4809777777777778,0.4641333333333333,1.6844444444444444,0.0,13.426666666666666,
v56_20260617_150011,mean_working_group,family_medical_history,8,diabetes,93,0.4673118279569893,0.499247311827957,-3.193548387096774,0.0,14.978494623655914,
v56_20260617_150011,mean_working_group,family_medical_history,8,heart disease,59,0.4969491525423729,0.46847457627118644,2.847457627118644,0.0,18.23728813559322,
v56_20260617_150011,mean_working_group,family_medical_history,8,high blood pressure,74,0.49364864864864866,0.45716216216216216,3.6486486486486487,0.0,15.945945945945946,
v56_20260617_150011,mean_working_group,family_medical_history,9,Unknown,270,0.44525925925925924,0.4666666666666667,-2.140740740740741,0.0,14.014814814814814,
v56_20260617_150011,mean_working_group,family_medical_history,9,diabetes,108,0.45722222222222225,0.45333333333333337,0.38888888888888895,0.0,13.333333333333334,
v56_20260617_150011,mean_working_group,family_medical_history,9,heart disease,80,0.513625,0.5025000000000001,1.1125000000000003,0.0,16.1375,
v56_20260617_150011,mean_working_group,family_medical_history,9,high blood pressure,79,0.46734177215189876,0.4732911392405063,-0.5949367088607593,0.0,12.316455696202532,
v56_20260617_150011,mean_working_group,family_medical_history,<=6,Unknown,62,0.3229032258064516,0.39838709677419354,-7.548387096774194,0.0,9.580645161290322,
v56_20260617_150011,mean_working_group,family_medical_history,<=6,diabetes,19,0.2831578947368421,0.4089473684210526,-12.578947368421053,-8.0,15.105263157894736,small_n
v56_20260617_150011,mean_working_group,family_medical_history,<=6,heart disease,19,0.29,0.34,-5.0,0.0,7.105263157894737,small_n
v56_20260617_150011,mean_working_group,family_medical_history,<=6,high blood pressure,19,0.3252631578947368,0.4226315789473684,-9.736842105263158,-9.0,10.789473684210526,small_n
v56_20260617_150011,mean_working_group,family_medical_history,>=12,Unknown,38,0.7468421052631579,0.5823684210526315,16.44736842105263,9.499999999999996,16.763157894736842,
v56_20260617_150011,mean_working_group,family_medical_history,>=12,diabetes,13,0.6561538461538461,0.5876923076923076,6.846153846153846,0.0,8.076923076923077,small_n
v56_20260617_150011,mean_working_group,family_medical_history,>=12,heart disease,17,0.6676470588235294,0.6058823529411765,6.176470588235294,0.0,7.235294117647059,small_n
v56_20260617_150011,mean_working_group,family_medical_history,>=12,high blood pressure,9,0.8288888888888889,0.6255555555555555,20.333333333333332,15.0,20.333333333333332,small_n
v56_20260617_150011,mean_working_group,family_medical_history,missing,Unknown,483,0.4769358178053831,0.4764803312629399,0.0455486542443064,0.0,13.097308488612837,
v56_20260617_150011,mean_working_group,family_medical_history,missing,diabetes,227,0.5117621145374449,0.5007488986784141,1.1013215859030838,0.0,13.90308370044053,
v56_20260617_150011,mean_working_group,family_medical_history,missing,heart disease,154,0.48129870129870134,0.4635714285714286,1.7727272727272727,0.0,11.487012987012987,
v56_20260617_150011,mean_working_group,family_medical_history,missing,high blood pressure,168,0.5135714285714286,0.4990476190476191,1.4523809523809523,0.0,12.095238095238095,
v56_20260617_150011,mean_working_group,edu_level,10,Unknown,58,0.4894827586206897,0.4874137931034483,0.20689655172413743,0.0,15.620689655172415,
v56_20260617_150011,mean_working_group,edu_level,10,bachelors degree,116,0.47163793103448276,0.4821551724137931,-1.0517241379310347,0.0,13.017241379310345,
v56_20260617_150011,mean_working_group,edu_level,10,graduate degree,62,0.5117741935483872,0.49548387096774194,1.6290322580645165,0.0,16.241935483870968,
v56_20260617_150011,mean_working_group,edu_level,10,high school diploma,110,0.42736363636363633,0.4213636363636364,0.5999999999999999,0.0,12.363636363636363,
v56_20260617_150011,mean_working_group,edu_level,11,Unknown,31,0.6141935483870967,0.5138709677419355,10.03225806451613,0.0,12.741935483870968,
v56_20260617_150011,mean_working_group,edu_level,11,bachelors degree,36,0.5869444444444444,0.5091666666666667,7.777777777777778,0.0,11.38888888888889,
v56_20260617_150011,mean_working_group,edu_level,11,graduate degree,22,0.6613636363636364,0.5331818181818182,12.818181818181818,2.0,17.545454545454547,small_n
v56_20260617_150011,mean_working_group,edu_level,11,high school diploma,31,0.5435483870967742,0.4987096774193548,4.483870967741935,0.0,13.774193548387096,
v56_20260617_150011,mean_working_group,edu_level,7,Unknown,65,0.5293846153846153,0.5443076923076924,-1.4923076923076923,0.0,15.523076923076923,
v56_20260617_150011,mean_working_group,edu_level,7,bachelors degree,103,0.43766990291262137,0.4377669902912621,-0.009708737864077877,0.0,12.495145631067961,
v56_20260617_150011,mean_working_group,edu_level,7,graduate degree,56,0.4519642857142857,0.49142857142857144,-3.9464285714285716,0.0,13.696428571428571,
v56_20260617_150011,mean_working_group,edu_level,7,high school diploma,94,0.4606382978723404,0.4637234042553191,-0.30851063829787234,0.0,13.840425531914894,
v56_20260617_150011,mean_working_group,edu_level,8,Unknown,90,0.5457777777777777,0.5025555555555555,4.322222222222222,0.0,13.38888888888889,
v56_20260617_150011,mean_working_group,edu_level,8,bachelors degree,131,0.4599236641221374,0.47549618320610687,-1.5572519083969465,0.0,16.53435114503817,
v56_20260617_150011,mean_working_group,edu_level,8,graduate degree,71,0.48366197183098597,0.4552112676056338,2.8450704225352115,0.0,14.619718309859154,
v56_20260617_150011,mean_working_group,edu_level,8,high school diploma,159,0.46427672955974847,0.45591194968553456,0.8364779874213837,0.0,14.220125786163521,
v56_20260617_150011,mean_working_group,edu_level,9,Unknown,97,0.5153608247422681,0.47969072164948456,3.5670103092783507,0.0,15.072164948453608,
v56_20260617_150011,mean_working_group,edu_level,9,bachelors degree,147,0.438843537414966,0.483265306122449,-4.442176870748299,0.0,13.17687074829932,
v56_20260617_150011,mean_working_group,edu_level,9,graduate degree,114,0.4578947368421053,0.45394736842105265,0.3947368421052635,0.0,14.763157894736842,
v56_20260617_150011,mean_working_group,edu_level,9,high school diploma,179,0.4520111731843575,0.46497206703910615,-1.2960893854748603,0.0,13.441340782122905,
v56_20260617_150011,mean_working_group,edu_level,<=6,Unknown,13,0.33076923076923076,0.39,-5.923076923076923,0.0,11.307692307692308,small_n
v56_20260617_150011,mean_working_group,edu_level,<=6,bachelors degree,42,0.2892857142857143,0.3869047619047619,-9.761904761904763,0.0,10.476190476190476,
v56_20260617_150011,mean_working_group,edu_level,<=6,graduate degree,30,0.354,0.4043333333333333,-5.033333333333333,0.0,8.166666666666666,
v56_20260617_150011,mean_working_group,edu_level,<=6,high school diploma,34,0.29470588235294115,0.3973529411764706,-10.264705882352942,-0.5,11.441176470588236,
v56_20260617_150011,mean_working_group,edu_level,>=12,Unknown,15,0.67,0.586,8.4,1.0,9.2,small_n
v56_20260617_150011,mean_working_group,edu_level,>=12,bachelors degree,25,0.7604000000000001,0.612,14.84,1.0,14.92,small_n
v56_20260617_150011,mean_working_group,edu_level,>=12,graduate degree,11,0.78,0.5990909090909091,18.09090909090909,11.0,18.09090909090909,small_n
v56_20260617_150011,mean_working_group,edu_level,>=12,high school diploma,26,0.6953846153846153,0.5776923076923077,11.76923076923077,3.0,13.0,small_n
v56_20260617_150011,mean_working_group,edu_level,missing,Unknown,238,0.4832773109243697,0.48470588235294115,-0.1428571428571429,0.0,12.764705882352942,
v56_20260617_150011,mean_working_group,edu_level,missing,bachelors degree,280,0.4752142857142857,0.46153571428571427,1.3678571428571429,0.0,13.310714285714285,
v56_20260617_150011,mean_working_group,edu_level,missing,graduate degree,223,0.4872645739910314,0.4820627802690583,0.5201793721973094,0.0,12.4304932735426,
v56_20260617_150011,mean_working_group,edu_level,missing,high school diploma,291,0.5161168384879725,0.5049828178694158,1.1134020618556701,0.0,12.872852233676976,
v56_20260617_150011,sleep_pattern,activity,normal,intense,323,0.5021981424148607,0.48873065015479883,1.346749226006192,0.0,15.0,
v56_20260617_150011,sleep_pattern,activity,normal,light,480,0.46777083333333336,0.46908333333333335,-0.13125,0.0,13.322916666666666,
v56_20260617_150011,sleep_pattern,activity,normal,moderate,754,0.4907029177718833,0.48210875331564984,0.8594164456233422,0.0,12.339522546419099,
v56_20260617_150011,sleep_pattern,activity,oversleeping,intense,109,0.4314678899082569,0.43238532110091743,-0.09174311926605505,0.0,14.311926605504587,
v56_20260617_150011,sleep_pattern,activity,oversleeping,light,127,0.4396062992125984,0.44653543307086613,-0.6929133858267716,0.0,12.31496062992126,
v56_20260617_150011,sleep_pattern,activity,oversleeping,moderate,188,0.4750531914893617,0.47063829787234046,0.44148936170212766,0.0,12.686170212765957,
v56_20260617_150011,sleep_pattern,activity,sleep difficulty,intense,243,0.48559670781893005,0.4871604938271605,-0.15637860082304528,0.0,13.901234567901234,
v56_20260617_150011,sleep_pattern,activity,sleep difficulty,light,287,0.4955400696864111,0.49905923344947734,-0.35191637630662004,0.0,15.94773519163763,
v56_20260617_150011,sleep_pattern,activity,sleep difficulty,moderate,489,0.4852147239263804,0.4712065439672801,1.4008179959100204,0.0,13.224948875255624,
v56_20260617_150011,smoke_status,medical_history,current-smoker,Unknown,363,0.44933884297520665,0.4328099173553719,1.6528925619834711,0.0,14.242424242424242,
v56_20260617_150011,smoke_status,medical_history,current-smoker,diabetes,127,0.5277165354330708,0.5139370078740157,1.3779527559055118,0.0,12.874015748031496,
v56_20260617_150011,smoke_status,medical_history,current-smoker,heart disease,112,0.4719642857142857,0.49098214285714287,-1.9017857142857142,0.0,15.848214285714286,
v56_20260617_150011,smoke_status,medical_history,current-smoker,high blood pressure,182,0.5764285714285714,0.5263186813186813,5.010989010989011,0.0,12.538461538461538,
v56_20260617_150011,smoke_status,medical_history,ex-smoker,Unknown,480,0.4574166666666667,0.46493749999999995,-0.7520833333333333,0.0,13.497916666666667,
v56_20260617_150011,smoke_status,medical_history,ex-smoker,diabetes,213,0.4787793427230047,0.4543661971830986,2.4413145539906105,0.0,12.244131455399062,
v56_20260617_150011,smoke_status,medical_history,ex-smoker,heart disease,215,0.4758604651162791,0.4841860465116279,-0.8325581395348837,0.0,13.679069767441861,
v56_20260617_150011,smoke_status,medical_history,ex-smoker,high blood pressure,269,0.4837174721189591,0.47029739776951673,1.342007434944238,0.0,13.46096654275093,
v56_20260617_150011,smoke_status,medical_history,non-smoker,Unknown,446,0.487085201793722,0.48417040358744395,0.29147982062780264,0.0,14.73542600896861,
v56_20260617_150011,smoke_status,medical_history,non-smoker,diabetes,166,0.4992771084337349,0.4866867469879518,1.2590361445783136,0.0,13.379518072289157,
v56_20260617_150011,smoke_status,medical_history,non-smoker,heart disease,181,0.4959116022099448,0.5075690607734807,-1.1657458563535912,0.0,11.9060773480663,
v56_20260617_150011,smoke_status,medical_history,non-smoker,high blood pressure,246,0.4660162601626016,0.4819512195121951,-1.5934959349593496,0.0,12.260162601626016,
v56_20260617_150011,medical_history,family_medical_history,Unknown,Unknown,1107,0.46168021680216803,0.4601084010840108,0.15718157181571812,0.0,14.115627822944896,
v56_20260617_150011,medical_history,family_medical_history,Unknown,diabetes,112,0.4875,0.48276785714285714,0.47321428571428586,0.0,14.1875,
v56_20260617_150011,medical_history,family_medical_history,Unknown,heart disease,28,0.5296428571428572,0.46964285714285714,6.0,0.0,19.071428571428573,small_n
v56_20260617_150011,medical_history,family_medical_history,Unknown,high blood pressure,42,0.4619047619047619,0.4680952380952381,-0.6190476190476191,-0.5,11.238095238095237,
