exp_id,scheme,factor,mw_cut,factor_value,count,y100_mean,expected_additive_y100,interaction_excess_y100,residual100_mean,expected_additive_residual100,interaction_excess_residual100,abs_interaction_excess_y100,abs_interaction_excess_residual100
v82_20260618_103948,current_fine,medical_history,>=12,__MISSING__,34,75.97058823529412,70.69136561111503,5.279222624179084,17.61764705882353,12.649694850533486,4.967952208290043,5.279222624179084,4.967952208290043
v82_20260618_103948,current_fine,family_medical_history,10,diabetes,66,52.93939393939394,47.768070539029075,5.171323400364862,1.393939393939394,-0.0856708961887308,1.4796102901281247,5.171323400364862,1.4796102901281247
v82_20260618_103948,current_fine,family_medical_history,9,heart disease,80,51.3625,46.374196615156244,4.9883033848437535,1.125,0.0029084634427097855,1.1220915365572903,4.9883033848437535,1.1220915365572903
v82_20260618_103948,current_fine,edu_level,11,high school diploma,31,54.354838709677416,59.06719480519481,-4.712356095517393,4.483870967741935,8.231930735930735,-3.7480597681888,4.712356095517393,3.7480597681888
v82_20260618_103948,current_fine,family_medical_history,10,high blood pressure,68,53.4264705882353,48.74698314065511,4.679487447580186,1.7794117647058822,1.0631604046242775,0.7162513600816047,4.679487447580186,0.7162513600816047
v82_20260618_103948,current_fine,sleep_pattern,10,oversleeping,45,48.44444444444444,43.884679681535594,4.5597647629088485,8.066666666666666,-0.36974053877194907,8.436407205438616,4.5597647629088485,8.436407205438616
v82_20260618_103948,current_fine,family_medical_history,11,diabetes,26,56.23076923076923,60.63517073170731,-4.404401500938079,8.692307692307692,8.099252032520324,0.5930556597873675,4.404401500938079,0.5930556597873675
v82_20260618_103948,current_fine,activity,10,intense,73,42.657534246575345,47.04156647398843,-4.384032227413087,0.6986301369863014,0.25181781203168474,0.44681232495461665,4.384032227413087,0.44681232495461665
v82_20260618_103948,current_fine,medical_history,9,heart disease,76,41.973684210526315,46.111436575316354,-4.137752364790039,-5.842105263157895,-2.611673499611431,-3.2304317635464637,4.137752364790039,3.2304317635464637
v82_20260618_103948,current_fine,edu_level,10,graduate degree,62,51.17741935483871,47.11674474223971,4.060674612599001,1.435483870967742,0.6036633757617985,0.8318204952059435,4.060674612599001,0.8318204952059435
v82_20260618_103948,current_fine,family_medical_history,10,__MISSING__,172,41.61046511627907,45.65174144034106,-4.0412763240619896,-1.6627906976744187,-0.27012526159375766,-1.392665436080661,4.0412763240619896,1.392665436080661
v82_20260618_103948,current_fine,edu_level,<=6,graduate degree,30,35.4,31.510245495142037,3.8897545048579616,-4.933333333333334,-7.796637785164999,2.8633044518316657,3.8897545048579616,2.8633044518316657
v82_20260618_103948,current_fine,edu_level,missing,__MISSING__,238,48.32773109243698,52.03168251535701,-3.703951422920035,-0.13025210084033614,1.8869514961112603,-2.0172035969515965,3.703951422920035,2.0172035969515965
v82_20260618_103948,current_fine,edu_level,10,high school diploma,110,42.736363636363635,46.20009461251657,-3.463730976152938,0.7,0.047007807221679965,0.65299219277832,3.463730976152938,0.65299219277832
v82_20260618_103948,current_fine,edu_level,7,__MISSING__,65,52.93846153846154,49.48288552837442,3.455576010087121,-1.476923076923077,-0.016478370789427266,-1.4604447061336496,3.455576010087121,1.4604447061336496
v82_20260618_103948,current_fine,family_medical_history,>=12,__MISSING__,38,74.6842105263158,71.24081132998899,3.4433991963268085,16.157894736842106,12.43958121689885,3.7183135199432567,3.4433991963268085,3.7183135199432567
v82_20260618_103948,current_fine,edu_level,8,__MISSING__,90,54.577777777777776,51.14337444887254,3.4344033289052334,4.355555555555555,2.289996409224239,2.0655591463313163,3.4344033289052334,2.0655591463313163
v82_20260618_103948,current_fine,medical_history,10,__MISSING__,154,41.688311688311686,45.102295721467094,-3.4139840331554083,-1.9610389610389611,-0.06001162795912063,-1.9010273330798406,3.4139840331554083,1.9010273330798406
v82_20260618_103948,current_fine,medical_history,11,high blood pressure,28,58.32142857142857,61.59652893352463,-3.2751003620960617,6.285714285714286,9.101930176948828,-2.8162158912345427,3.2751003620960617,2.8162158912345427
v82_20260618_103948,current_fine,medical_history,7,heart disease,60,49.666666666666664,46.57389397315901,3.092772693507655,-1.7333333333333334,-2.787493042143317,1.0541597088099834,3.092772693507655,1.0541597088099834
v82_20260618_103948,current_fine,edu_level,missing,high school diploma,291,51.61168384879725,48.54665216953588,3.0650316792613665,1.1374570446735395,0.6701090305043794,0.46734801416916005,3.0650316792613665,0.46734801416916005
v82_20260618_103948,current_fine,activity,7,intense,54,49.851851851851855,46.83932704402516,3.0125248078266935,1.2222222222222223,-1.0285108315863032,2.2507330538085255,3.0125248078266935,2.2507330538085255
v82_20260618_103948,current_fine,sleep_pattern,10,sleep difficulty,115,44.73913043478261,47.38295999705026,-2.6438295622676478,-1.791304347826087,0.18709931532103885,-1.9784036631471258,2.6438295622676478,1.9784036631471258
v82_20260618_103948,current_fine,family_medical_history,7,heart disease,37,44.21621621621622,46.8366540129989,-2.6204377967826815,-1.2162162162162162,-0.17291107908917602,-1.04330513712704,2.6204377967826815,1.04330513712704
v82_20260618_103948,current_fine,activity,10,light,106,48.43396226415094,45.830022849827365,2.603939414323577,-0.2830188679245283,-0.5636432866508905,0.2806244187263622,2.603939414323577,0.2806244187263622
v82_20260618_103948,current_fine,smoke_status,7,current-smoker,72,45.27777777777778,47.83636786035168,-2.5585900825739003,0.05555555555555555,0.23653074059812595,-0.1809751850425704,2.5585900825739003,0.1809751850425704
v82_20260618_103948,current_fine,smoke_status,>=12,non-smoker,29,75.24137931034483,72.70886543004636,2.532513880298467,12.793103448275861,12.098101483694363,0.6950019645814987,2.532513880298467,0.6950019645814987
v82_20260618_103948,current_fine,edu_level,9,__MISSING__,97,51.5360824742268,49.02042813053176,2.51565434369504,3.5463917525773194,0.15934117174245854,3.387050580834861,2.51565434369504,3.387050580834861
v82_20260618_103948,current_fine,family_medical_history,8,diabetes,93,46.73118279569893,49.22632002956393,-2.4951372338650017,-3.2580645161290325,0.9404752402069473,-4.19853975633598,2.4951372338650017,4.19853975633598
v82_20260618_103948,current_fine,activity,>=12,light,21,68.95238095238095,71.41909273947527,-2.466711787094326,13.333333333333334,12.146063191841716,1.1872701414916182,2.466711787094326,1.1872701414916182
v82_20260618_103948,current_fine,sleep_pattern,>=12,sleep difficulty,26,70.53846153846153,72.97202988669818,-2.4335683482366477,14.23076923076923,12.896805793813645,1.3339634369555853,2.4335683482366477,1.3339634369555853
v82_20260618_103948,current_fine,sleep_pattern,11,normal,62,57.66129032258065,60.0304649967887,-2.369174674208054,7.548387096774194,8.497284521515734,-0.9488974247415403,2.369174674208054,0.9488974247415403
v82_20260618_103948,current_fine,edu_level,>=12,high school diploma,26,69.53846153846153,71.78916450216451,-2.2507029637029774,11.5,12.756714285714287,-1.2567142857142866,2.2507029637029774,1.2567142857142866
v82_20260618_103948,current_fine,family_medical_history,<=6,__MISSING__,62,32.29032258064516,30.045242193243375,2.245080387401785,-7.467741935483871,-8.670426422520555,1.2026844870366835,2.245080387401785,1.2026844870366835
v82_20260618_103948,current_fine,medical_history,7,diabetes,49,45.91836734693877,48.13798317050736,-2.2196158235685886,0.40816326530612246,0.1506430258284236,0.25752023947769886,2.2196158235685886,0.25752023947769886
v82_20260618_103948,current_fine,smoke_status,11,ex-smoker,39,56.282051282051285,58.49493684508638,-2.212885563035094,6.17948717948718,8.156436137071651,-1.9769489575844714,2.212885563035094,1.9769489575844714
v82_20260618_103948,current_fine,sleep_pattern,8,oversleeping,58,43.172413793103445,45.34292917207045,-2.1705153789670035,-2.206896551724138,0.6564055976237292,-2.863302149347867,2.1705153789670035,2.863302149347867
v82_20260618_103948,current_fine,smoke_status,11,non-smoker,50,57.9,59.98689573307667,-2.0868957330766733,6.28,7.573317933910811,-1.293317933910811,2.0868957330766733,1.293317933910811
v82_20260618_103948,current_fine,activity,8,intense,105,46.457142857142856,48.499815964523286,-2.0426731073804305,2.0285714285714285,1.277963948427363,0.7506074801440654,2.0426731073804305,0.7506074801440654
v82_20260618_103948,current_fine,medical_history,10,high blood pressure,71,50.76056338028169,48.729428740846394,2.031134639435294,1.0845070422535212,0.9170072482397725,0.1674997940137487,2.031134639435294,0.1674997940137487
v82_20260618_103948,current_fine,edu_level,10,bachelors degree,116,47.16379310344828,45.14111192853388,2.0226811749143963,-1.017241379310345,-0.7339986862848136,-0.2832426930255314,2.0226811749143963,0.2832426930255314
v82_20260618_103948,current_fine,medical_history,<=6,__MISSING__,55,31.509090909090908,29.49579647436942,2.0132944347214874,-7.290909090909091,-8.460312788885918,1.1694036979768274,2.0132944347214874,1.1694036979768274
v82_20260618_103948,current_fine,activity,11,light,33,56.75757575757576,58.69712304250559,-1.93954728492983,4.454545454545454,7.621279642058164,-3.16673418751271,1.93954728492983,3.16673418751271
v82_20260618_103948,current_fine,activity,11,intense,30,61.8,59.90866666666667,1.8913333333333284,13.166666666666666,8.43674074074074,4.729925925925926,1.8913333333333284,4.729925925925926
v82_20260618_103948,current_fine,sleep_pattern,>=12,normal,44,74.56818181818181,72.7524346937584,1.8157471244234102,12.5,13.022068071299286,-0.5220680712992856,1.8157471244234102,0.5220680712992856
v82_20260618_103948,current_fine,edu_level,7,graduate degree,56,45.19642857142857,46.91450531227644,-1.71807674084787,-4.053571428571429,-0.6766652678561895,-3.3769061607152393,1.71807674084787,3.3769061607152393
v82_20260618_103948,current_fine,sleep_pattern,missing,oversleeping,158,44.51898734177215,46.23123723855492,-1.7122498967827653,-0.4620253164556962,0.2533606845107502,-0.7153860009664464,1.7122498967827653,0.7153860009664464
v82_20260618_103948,current_fine,sleep_pattern,9,oversleeping,83,41.54216867469879,43.21998285372967,-1.6778141790308752,-2.36144578313253,-1.4742496398580514,-0.8871961432744788,1.6778141790308752,0.8871961432744788
v82_20260618_103948,current_fine,medical_history,7,high blood pressure,74,50.189189189189186,48.527189310883124,1.6619998783060623,0.35135135135135137,-0.3633213953782156,0.714672746729567,1.6619998783060623,0.714672746729567
v82_20260618_103948,current_fine,smoke_status,9,ex-smoker,200,43.31,44.963139824602216,-1.6531398246022135,-0.7,-1.1329958927235073,0.43299589272350736,1.6531398246022135,0.43299589272350736
v82_20260618_103948,current_fine,smoke_status,8,ex-smoker,160,48.73125,47.086086142942996,1.6451638570570069,0.40625,0.9976593447582732,-0.5914093447582732,1.6451638570570069,0.5914093447582732
v82_20260618_103948,current_fine,smoke_status,7,ex-smoker,111,47.01801801801802,45.42559722244487,1.5924207955731475,0.2972972972972973,-1.3088154352553931,1.6061127325526905,1.5924207955731475,1.6061127325526905
v82_20260618_103948,current_fine,activity,missing,intense,234,50.94871794871795,49.38812403100774,1.5605939177102073,0.42735042735042733,0.874919035314384,-0.44756860796395664,1.5605939177102073,0.44756860796395664
v82_20260618_103948,current_fine,smoke_status,<=6,ex-smoker,53,31.528301886792452,30.02133740531047,1.5069644814819831,-8.075471698113208,-8.428787952564203,0.3533162544509949,1.5069644814819831,0.3533162544509949
v82_20260618_103948,current_fine,smoke_status,>=12,ex-smoker,29,69.72413793103448,71.21690654205608,-1.492768611021603,11.89655172413793,12.681219686855203,-0.7846679627172719,1.492768611021603,0.7846679627172719
v82_20260618_103948,current_fine,smoke_status,8,current-smoker,131,48.030534351145036,49.496856780849804,-1.4663224297047677,2.3282442748091605,2.5430055206117923,-0.21476124580263178,1.4663224297047677,0.21476124580263178
v82_20260618_103948,current_fine,medical_history,missing,heart disease,181,47.668508287292816,49.12269096014162,-1.4541826728488019,-0.3314917127071823,-0.8840631752426296,0.5525714625354472,1.4541826728488019,0.5525714625354472
v82_20260618_103948,current_fine,medical_history,7,__MISSING__,135,43.45185185185185,44.90005629150382,-1.448204439651974,-2.1777777777777776,-1.3403402715771087,-0.8374375062006689,1.448204439651974,0.8374375062006689
v82_20260618_103948,current_fine,smoke_status,<=6,non-smoker,43,30.069767441860463,31.513296293300762,-1.4435288514402984,-10.767441860465116,-9.011906155725042,-1.7555357047400744,1.4435288514402984,1.7555357047400744
v82_20260618_103948,current_fine,family_medical_history,9,diabetes,108,45.72222222222222,47.10337371122315,-1.3811514890009278,0.37962962962962965,-1.190179997274833,1.5698096269044628,1.3811514890009278,1.5698096269044628
v82_20260618_103948,current_fine,sleep_pattern,7,normal,164,45.603658536585364,46.961125374147194,-1.3574668375618302,-0.7926829268292683,-0.9679670508113086,0.1752841239820403,1.3574668375618302,0.1752841239820403
v82_20260618_103948,current_fine,family_medical_history,9,high blood pressure,79,46.734177215189874,48.082286312849156,-1.3481090976592824,-0.5569620253164557,-0.04134869646182493,-0.5156133288546307,1.3481090976592824,0.5156133288546307
v82_20260618_103948,current_fine,family_medical_history,missing,heart disease,154,48.12987012987013,49.38545099998151,-1.2555808701113804,1.7597402597402598,1.7305187878115116,0.029221471928748244,1.2555808701113804,0.029221471928748244
v82_20260618_103948,current_fine,smoke_status,10,current-smoker,88,46.78409090909091,48.038607290314964,-1.2545163812240574,1.8295454545454546,1.5168593842161142,0.31268607032934037,1.2545163812240574,0.31268607032934037
v82_20260618_103948,current_fine,edu_level,8,high school diploma,159,46.42767295597484,47.65834410305143,-1.2306711470765848,0.9433962264150944,1.073153943617358,-0.1297577172022637,1.2306711470765848,0.1297577172022637
v82_20260618_103948,current_fine,family_medical_history,8,heart disease,59,49.69491525423729,48.497142933497024,1.1977723207402633,2.9152542372881354,2.1335637009244905,0.7816905363636448,1.1977723207402633,0.7816905363636448
v82_20260618_103948,current_fine,edu_level,7,bachelors degree,103,43.76699029126213,44.93887249857061,-1.171882207308478,-0.019417475728155338,-2.0143273299028017,1.9949098541746464,1.171882207308478,1.9949098541746464
v82_20260618_103948,current_fine,smoke_status,9,non-smoker,201,47.601990049751244,46.455098712592495,1.146891337158749,-2.1641791044776117,-1.7161140958843464,-0.44806500859326537,1.146891337158749,0.44806500859326537
v82_20260618_103948,current_fine,edu_level,11,__MISSING__,31,61.41935483870968,62.552225151015925,-1.1328703123062454,10.064516129032258,9.448773201537616,0.615742927494642,1.1328703123062454,0.615742927494642
v82_20260618_103948,current_fine,edu_level,<=6,high school diploma,34,29.470588235294116,30.5935953654189,-1.1230071301247833,-10.235294117647058,-8.353293353705117,-1.8820007639419405,1.1230071301247833,1.8820007639419405
v82_20260618_103948,current_fine,sleep_pattern,9,sleep difficulty,176,47.80681818181818,46.71826316924432,1.0885550125738632,-0.630681818181818,-0.9174097857650634,0.28672796758324537,1.0885550125738632,0.28672796758324537
v82_20260618_103948,current_fine,medical_history,10,diabetes,52,47.26923076923077,48.340222600470646,-1.0709918312398798,1.4230769230769231,1.4309716694464116,-0.007894746369488503,1.0709918312398798,0.007894746369488503
v82_20260618_103948,current_fine,medical_history,missing,diabetes,174,49.62068965517241,50.68678015748997,-1.0660905023175573,0.28160919540229884,2.054072892729111,-1.7724636973268124,1.0660905023175573,1.7724636973268124
v82_20260618_103948,current_fine,family_medical_history,missing,diabetes,227,51.17621145374449,50.1146280960484,1.0615833576960938,1.145374449339207,0.5374303270939685,0.6079441222452385,1.0615833576960938,0.6079441222452385
v82_20260618_103948,current_fine,sleep_pattern,<=6,sleep difficulty,49,30.73469387755102,31.77646074995257,-1.0417668724015492,-8.10204081632653,-8.21320184560576,0.11116102927922888,1.0417668724015492,0.11116102927922888
v82_20260618_103948,current_fine,activity,8,moderate,204,49.72549019607843,48.69696481148345,1.0285253845949853,1.2843137254901962,1.6230373236894176,-0.3387235981992214,1.0285253845949853,0.3387235981992214
v82_20260618_103948,current_fine,medical_history,missing,high blood pressure,249,52.100401606425706,51.075986297865704,1.0244153085600018,1.8755020080321285,1.5401084715224718,0.33539353650965675,1.0244153085600018,0.33539353650965675
v82_20260618_103948,current_fine,family_medical_history,8,__MISSING__,225,48.09777777777778,47.1099909308759,0.9877868469018765,1.8,0.7560208748019205,1.0439791251980797,0.9877868469018765,1.0439791251980797
v82_20260618_103948,current_fine,activity,<=6,intense,30,30.466666666666665,31.43506722689076,-0.9684005602240937,-8.733333333333333,-8.148483348895112,-0.58484998443822,0.9684005602240937,0.58484998443822
v82_20260618_103948,current_fine,medical_history,8,heart disease,77,47.285714285714285,48.234382893657134,-0.9486686079428495,-2.220779220779221,-0.4810182621296507,-1.7397609586495704,0.9486686079428495,1.7397609586495704
v82_20260618_103948,current_fine,activity,<=6,light,29,29.310344827586206,30.223523602729678,-0.9131787751434715,-14.448275862068966,-8.963944447577688,-5.484331414491278,0.9131787751434715,5.484331414491278
v82_20260618_103948,current_fine,sleep_pattern,<=6,normal,57,32.45614035087719,31.55686555701279,0.8992747938644001,-7.7368421052631575,-8.087939568120118,0.351097462856961,0.8992747938644001,0.351097462856961
v82_20260618_103948,current_fine,medical_history,9,__MISSING__,242,43.54545454545455,44.43759889366117,-0.8921443482066209,-2.43801652892562,-1.1645207290452229,-1.273495799880397,0.8921443482066209,1.273495799880397
v82_20260618_103948,current_fine,family_medical_history,8,high blood pressure,74,49.36486486486486,50.20523263118995,-0.8403677663250875,3.608108108108108,2.0893065410199556,1.5188015670881523,0.8403677663250875,1.5188015670881523
v82_20260618_103948,current_fine,activity,9,light,154,44.33116883116883,45.16532602202141,-0.8341571908525793,-0.13636363636363635,-1.6681523877369928,1.5317887513733566,0.8341571908525793,1.5317887513733566
v82_20260618_103948,current_fine,sleep_pattern,8,sleep difficulty,165,49.666666666666664,48.8412094875851,0.8254571790815675,1.2181818181818183,1.213245451716717,0.004936366465101205,0.8254571790815675,0.004936366465101205
v82_20260618_103948,current_fine,sleep_pattern,missing,sleep difficulty,336,50.544642857142854,49.72951755406958,0.8151253030732732,1.4285714285714286,0.8102005386037382,0.6183708899676904,0.8151253030732732,0.6183708899676904
v82_20260618_103948,current_fine,activity,<=6,moderate,60,32.416666666666664,31.63221607385092,0.7844505928157446,-4.966666666666667,-7.803409973633058,2.836743306966391,0.7844505928157446,2.836743306966391
v82_20260618_103948,current_fine,activity,7,moderate,166,46.265060240963855,47.03647589098532,-0.7714156500214671,-1.2108433734939759,-0.6834374563242488,-0.5274059171697271,0.7714156500214671,0.5274059171697271
v82_20260618_103948,current_fine,edu_level,10,__MISSING__,58,48.94827586206897,49.68512495833769,-0.7368490962687204,0.20689655172413768,1.2638502728285608,-1.056953721104423,0.7368490962687204,1.056953721104423
v82_20260618_103948,current_fine,edu_level,missing,graduate degree,223,48.72645739910314,49.46330229925902,-0.7368449001558801,0.57847533632287,1.2267645990444977,-0.6482892627216278,0.7368449001558801,0.6482892627216278
v82_20260618_103948,current_fine,family_medical_history,7,__MISSING__,172,46.174418604651166,45.44950201037778,0.7249165942733882,-1.802325581395349,-1.5504539052117456,-0.2518716761836033,0.7249165942733882,0.2518716761836033
v82_20260618_103948,current_fine,edu_level,11,bachelors degree,36,58.69444444444444,58.00821212121212,0.6862323232323249,7.611111111111111,7.450924242424241,0.1601868686868695,0.6862323232323249,0.1601868686868695
v82_20260618_103948,current_fine,activity,missing,moderate,487,48.899383983572896,49.58527287796792,-0.6858888943950205,1.4661190965092403,1.2199924105764386,0.24612668593280174,0.6858888943950205,0.24612668593280174
v82_20260618_103948,current_fine,smoke_status,8,non-smoker,160,47.9,48.57804503093329,-0.6780450309332906,1.06875,0.41454114159743394,0.6542088584025662,0.6780450309332906,0.6542088584025662
v82_20260618_103948,current_fine,edu_level,9,graduate degree,114,45.78947368421053,46.45204791443377,-0.6625742302232425,0.41228070175438597,-0.5008457253243037,0.9131264270786896,0.6625742302232425,0.9131264270786896
v82_20260618_103948,current_fine,activity,>=12,moderate,41,72.17073170731707,72.82778521059652,-0.6570535032794425,11.682926829268293,13.306597665786345,-1.6236708365180519,0.6570535032794425,1.6236708365180519
v82_20260618_103948,current_fine,smoke_status,9,current-smoker,136,48.02205882352941,47.37391046250902,0.6481483610203895,0.5514705882352943,0.41235028313001176,0.1391203051052825,0.6481483610203895,0.1391203051052825
v82_20260618_103948,current_fine,medical_history,8,high blood pressure,107,49.570093457943926,50.18767823138125,-0.6175847734373221,0.9719626168224299,1.9431533846354507,-0.9711907678130208,0.6175847734373221,0.9711907678130208
v82_20260618_103948,current_fine,activity,9,moderate,249,47.18473895582329,46.57401849314265,0.6107204626806393,-0.37349397590361444,-0.507617913792363,0.13412393788874855,0.6107204626806393,0.13412393788874855
v82_20260618_103948,current_fine,edu_level,8,bachelors degree,131,45.99236641221374,46.599361419068735,-0.6069950068549943,-1.5267175572519085,0.2921474501108646,-1.8188650073627732,0.6069950068549943,1.8188650073627732
v82_20260618_103948,current_fine,edu_level,<=6,bachelors degree,42,28.928571428571427,29.534612681436208,-0.6060412528647809,-9.738095238095237,-9.134299847211611,-0.6037953908836258,0.6060412528647809,0.6037953908836258
v82_20260618_103948,current_fine,smoke_status,10,non-smoker,118,47.720338983050844,47.11979554039845,0.6005434426523948,0.4406779661016949,-0.6116049947982443,1.0522829608999391,0.6005434426523948,1.0522829608999391
v82_20260618_103948,current_fine,edu_level,9,bachelors degree,147,43.8843537414966,44.476415100727955,-0.5920613592313586,-4.36734693877551,-1.838507787370916,-2.5288391514045943,0.5920613592313586,2.5288391514045943
v82_20260618_103948,current_fine,medical_history,8,__MISSING__,187,47.13903743315508,46.56054521200195,0.5784922211531338,1.4438502673796791,0.9661345084365575,0.4777157589431217,0.5784922211531338,0.4777157589431217
v82_20260618_103948,current_fine,sleep_pattern,7,sleep difficulty,110,46.63636363636363,47.18072056708697,-0.5443569307233389,-1.6818181818181819,-1.0932293282969492,-0.5885888535212327,0.5443569307233389,0.5885888535212327
v82_20260618_103948,current_fine,medical_history,<=6,diabetes,24,33.25,32.73372335337296,0.5162766466270412,-11.458333333333334,-6.969329491480385,-4.4890038418529485,0.5162766466270412,4.4890038418529485
v82_20260618_103948,current_fine,sleep_pattern,10,normal,186,47.62903225806452,47.163364804110465,0.4656674539540546,-0.521505376344086,0.3123615928066794,-0.8338669691507654,0.4656674539540546,0.8338669691507654
v82_20260618_103948,current_fine,family_medical_history,9,__MISSING__,270,44.525925925925925,44.98704461253512,-0.46111868660919697,-2.174074074074074,-1.3746343626798598,-0.7994397113942142,0.46111868660919697,0.7994397113942142
v82_20260618_103948,current_fine,family_medical_history,10,heart disease,40,47.5,47.038893442962184,0.4611065570378159,3.325,1.107417564528812,2.217582435471188,0.4611065570378159,2.217582435471188
v82_20260618_103948,current_fine,smoke_status,missing,current-smoker,284,50.73943661971831,50.38516484733429,0.3542717723840241,1.0105633802816902,2.1399606074988133,-1.129397227217123,0.3542717723840241,1.129397227217123
v82_20260618_103948,current_fine,medical_history,missing,__MISSING__,428,47.799065420560744,47.44885327848642,0.3502121420743265,0.8551401869158879,0.5630895953235787,0.29205059159230917,0.3502121420743265,0.29205059159230917
v82_20260618_103948,current_fine,smoke_status,10,ex-smoker,140,45.97142857142857,45.62783665240814,0.34359191902042596,-1.0928571428571427,-0.028486791637404862,-1.064370351219738,0.34359191902042596,1.064370351219738
v82_20260618_103948,current_fine,activity,7,light,98,45.285714285714285,45.62778341986408,-0.3420691341497957,-2.2142857142857144,-1.8439719302688786,-0.3703137840168358,0.3420691341497957,0.3703137840168358
v82_20260618_103948,current_fine,edu_level,9,high school diploma,179,45.201117318435756,45.53539778471063,-0.3342804662748762,-1.3910614525139664,-1.0575012938644224,-0.333560158649544,0.3342804662748762,0.333560158649544
v82_20260618_103948,current_fine,smoke_status,missing,non-smoker,303,49.135313531353134,49.46635309741776,-0.33103956606462503,0.37293729372937295,0.011496228484454973,0.361441065244918,0.33103956606462503,0.361441065244918
v82_20260618_103948,current_fine,family_medical_history,7,high blood pressure,46,48.21739130434783,48.544743710691826,-0.32735240634399787,0.13043478260869565,-0.21716823899371074,0.3476030216024064,0.32735240634399787,0.3476030216024064
v82_20260618_103948,current_fine,family_medical_history,missing,__MISSING__,483,47.6935817805383,47.998298997360386,-0.30471721682208397,0.09316770186335406,0.35297596168894174,-0.2598082598255877,0.30471721682208397,0.2598082598255877
v82_20260618_103948,current_fine,activity,10,moderate,167,47.52095808383233,47.23871532094861,0.2822427628837261,0.23353293413173654,0.5968911872937394,-0.3633582531620028,0.2822427628837261,0.3633582531620028
v82_20260618_103948,current_fine,family_medical_history,7,diabetes,63,47.84126984126984,47.565831109065805,0.27543873220403725,-0.047619047619047616,-1.3659995398067188,1.3183804921876712,0.27543873220403725,1.3183804921876712
v82_20260618_103948,current_fine,sleep_pattern,11,sleep difficulty,42,60.523809523809526,60.25006018972848,0.27374933408104596,9.547619047619047,8.372022244030093,1.1755968035889541,0.27374933408104596,1.1755968035889541
v82_20260618_103948,current_fine,family_medical_history,missing,high blood pressure,168,51.357142857142854,51.09354069767442,0.2636021594684337,1.4642857142857142,1.6862616279069766,-0.22197591362126246,0.2636021594684337,0.22197591362126246
v82_20260618_103948,current_fine,activity,9,intense,134,46.156716417910445,46.37686964618249,-0.22015322827204642,-2.8805970149253732,-0.8526912890544175,-2.027905725870956,0.22015322827204642,2.027905725870956
v82_20260618_103948,current_fine,edu_level,8,graduate degree,71,48.36619718309859,48.574994232774564,-0.20879704967597235,2.8028169014084505,1.6298095121574767,1.1730073892509738,0.20879704967597235,1.1730073892509738
v82_20260618_103948,current_fine,medical_history,9,high blood pressure,126,48.24603174603175,48.064731913040454,0.18129983299129293,1.1031746031746033,-0.1875018528463298,1.290676456020933,0.18129983299129293,1.290676456020933
v82_20260618_103948,current_fine,sleep_pattern,8,normal,228,48.48245614035088,48.62161429464532,-0.13915815429444223,2.0526315789473686,1.3385077292023575,0.7141238497450111,0.13915815429444223,0.7141238497450111
v82_20260618_103948,current_fine,medical_history,8,diabetes,80,49.9125,49.798472091005486,0.11402790899451531,4.225,2.45711780584209,1.7678821941579095,0.11402790899451531,1.7678821941579095
